Year,Region,FuelType,Mileage,Price,Marca,Name
2010,Malatia-Sebastia,Gasoline,170000,16500,Toyota,Corolla
2020,Ijevan,Gasoline,25500,4300,Kia,Forte
2001,Ashtarak,Gasoline,247000,4300,Mercedes-Benz,C-Class coupe
1998,Nork-Marash,Gasoline,320000,33000,Opel,Astra hatchback
2023,Kentron,Electric,6000,3000,Tesla,Model 3
1997,Armavir,Gasoline,190000,3800,Opel,Vectra
2001,Kentron,Gasoline,455000,7500,Ford,Mondeo
2006,Shengavit,Gasoline,202000,59500,Mercedes-Benz,C-Class
2020,Abovian,Gasoline,62000,13900,Jeep,Wrangler
2012,Arabkir,Gasoline,184000,17900,BMW,3 Series coupe
2018,Arabkir,Gasoline,56000,15000,Chevrolet,Equinox
2018,Vanadzor,Gasoline,40000,25000,Nissan,Kicks
2014,Malatia-Sebastia,Electric,120000,47000,Tesla,Model S
2017,Erebuni,Gasoline,57000,3500,Lexus,GX
1999,Davtashen,Gasoline,298500,5800,Opel,Astra wagon
2007,Ajapnyak,Gasoline,170000,7200,VAZ,(Lada) 2121 Niva
2005,Gyumri,Gasoline,271000,12500,Mercedes-Benz,C-Class
2006,Kentron,Gasoline,160000,11000,Audi,Q7
1995,Nor Nork,Gasoline,83000,15000,Jaguar,XJ
2011,Malatia-Sebastia,Gasoline,260000,40000,Mercedes-Benz,GLK-Class
2013,Nor Nork,Gasoline,148000,8500,Land,Rover Range Rover
2009,Gavar,Gasoline,142000,3700,Chrysler,300C
2001,Erebuni,Gasoline,180000,10700,Peugeot,206 hatchback
2010,Shengavit,Gasoline,140000,11000,Nissan,Teana
2013,Shengavit,Gasoline,87000,10400,Toyota,Corolla
2007,Artashat,Gasoline,9600,21000,Toyota,Camry
2019,Shengavit,Gasoline,16000,30000,Hyundai,Kona
2018,Arinj,Gasoline,120000,5500,Chevrolet,Camaro coupe
2000,Malatia-Sebastia,Gasoline,230000,45000,Opel,Astra hatchback
2021,Kentron,Hybrid,55000,25000,Toyota,Venza
2017,Kanaker-Zeytun,Gasoline,58000,7200,Lexus,NX
2011,Erebuni,Gasoline,112000,10000,Kia,Forte
2007,Kanaker-Zeytun,Gasoline,69800,5500,VAZ,(Lada) 2107
2000,Nor Nork,Gasoline,350000,10900,Mercedes-Benz,E-Class
2014,Davtashen,Gasoline,160000,8000,Ford,Fusion (North America)
2012,Arabkir,Gasoline,118000,11000,Hyundai,Sonata
2006,Tashir,Gasoline,159000,9000,Honda,Elysion
2006,Tashir,Gasoline,185000,2800,BMW,3 Series
2006,Abovian,Gasoline,1000000,4000,VAZ,(Lada) 2115
1995,Vanadzor,Gasoline,197000,5900,Volkswagen,Golf hatchback
2001,Shengavit,Gasoline,180000,6500,Opel,Astra wagon
2011,Ajapnyak,Gasoline,115000,23000,Peugeot,3008
2018,Kentron,Gasoline,38000,2700,Mazda,CX-5
2010,Masis,Gasoline,180000,12200,VAZ,(Lada) 2121 Niva
2005,Echmiadzin,Gasoline,107000,22500,Toyota,Alphard
2015,Ararat,Diesel,255500,3400,Mercedes-Benz,Sprinter
2000,Abovian,Gasoline,250000,14000,Opel,Astra hatchback
2008,Avan,Gasoline,203000,13900,Mercedes-Benz,S-Class
2007,Kentron,Gasoline,155000,10550,Lexus,RX
2013,Artashat,Gasoline,103000,6700,Hyundai,Elantra
1999,Shengavit,Gasoline,240000,17500,Opel,Zafira
2018,Nor Nork,Gasoline,52500,8700,Mazda,6
2001,Ajapnyak,Gasoline,220000,2700,BMW,X5
1989,Artashat,Gasoline,81003,7500,VAZ,(Lada) 2107
2010,Arabkir,Gasoline,220000,7500,Hyundai,Sonata
2010,Arabkir,Gasoline,190000,6500,Kia,Forte
2008,Kanaker-Zeytun,Gasoline,141000,2600,Suzuki,SX4
2002,Ajapnyak,Gasoline,150000,10300,VAZ,(Lada) 2111 wagon
2012,Shengavit,Gasoline,140000,9900,Nissan,Juke
2006,Artashat,Gasoline,50000,7300,UAZ,(УАЗ) Patriot
2008,Kanaker-Zeytun,Gasoline,190000,4000,Volkswagen,Tiguan
2003,Nor Nork,Gasoline,160000,4000,Mazda,Demio hatchback
1996,Ararat,Gasoline,400000,16700,Volkswagen,Vento
2020,Kentron,Gasoline,54000,14000,Kia,Sportage
1999,Kanaker-Zeytun,Gasoline,299000,4600,Opel,Astra hatchback
2003,Pokr Vedi,Gasoline,130000,6300,Alfa,Romeo 147 hatchback
2012,Malatia-Sebastia,Gasoline,180000,3600,Chevrolet,Aveo
2002,Hrazdan,Gasoline,200000,19000,Mercedes-Benz,C-Class
2019,Shengavit,Gasoline,24000,12300,Mazda,6
2012,Shengavit,Gasoline,120000,4500,Hyundai,Tucson
1998,Ayntap,Gasoline,390061,12700,Opel,Astra
2013,Kentron,Gasoline,170000,15800,Mercedes-Benz,A-Class hatchback
2010,Kentron,Gasoline,195000,6500,Mercedes-Benz,S-Class
1999,Kanaker-Zeytun,Diesel,360000,9800,Ford,Transit
2008,Shengavit,Gasoline,124000,63000,Mazda,CX-7
2023,Arabkir,Gasoline,2800,17500,Genesis,GV70
2020,Armavir,Gasoline,84000,7000,Jeep,Compass
2009,Malatia-Sebastia,Gasoline,180000,13500,Chrysler,300C
2000,Ajapnyak,Gasoline,190000,10700,Mercedes-Benz,S-Class
2017,Gyumri,Gasoline,65000,13500,Volkswagen,Jetta
2007,Gyumri,Gasoline,210000,4300,Mercedes-Benz,S-Class
2001,Shengavit,Gasoline,251000,9500,Opel,Vectra
2011,Ajapnyak,Gasoline,200000,44000,Subaru,Forester
2014,Kentron,Diesel,124000,29000,Mercedes-Benz,V-Class
2010,Kentron,Gasoline,207000,25000,Lexus,GX
2014,Arabkir,Gasoline,186000,15100,Mercedes-Benz,E-Class
2019,Arabkir,Gasoline,64000,7200,Hyundai,Veloster hatchback
2007,Nor Nork,Gasoline,160000,7900,Subaru,Legacy
2000,Erebuni,Gasoline,213000,25000,Mercedes-Benz,E-Class
2019,Russia,Gasoline,28000,28300,Dodge,Challenger coupe
2021,Kentron,Gasoline,25000,30000,Kia,K5
2022,Shengavit,Electric,2000,14200,Volkswagen,ID.4
2016,Hrazdan,Gasoline,83000,69000,Nissan,Rogue
2021,Arabkir,Gasoline,42000,22500,Lexus,GX460
2019,Abovian,Gasoline,50000,22500,Honda,Accord
2016,Abovian,Gasoline,161000,26000,Toyota,Camry
2023,Shengavit,Electric,30,18200,Honda,e:NS1
2019,Malatia-Sebastia,Gasoline,69000,6000,Mazda,3
2001,Vanadzor,Gasoline,425000,30000,Opel,Zafira
2014,Artashat,Gasoline,130000,14000,Mercedes-Benz,CLS-Class
2005,Gyumri,Gasoline,410000,21500,BMW,X5
2014,Kentron,Gasoline,150000,20500,Lexus,ES
2014,Malatia-Sebastia,Gasoline,155000,45000,Toyota,Camry
2017,Malatia-Sebastia,Gasoline,78000,5700,BMW,5 Series
1996,Erebuni,Gasoline,329000,35000,Mercedes-Benz,E-Class
2018,Malatia-Sebastia,Gasoline,65000,13800,BMW,6 Series
2019,Arabkir,Gasoline,98000,10500,Kia,Sportage
2004,Artashat,Gasoline,234000,2800,BMW,X5
2012,Shengavit,Gasoline,300000,75000,Renault,Logan
2019,Armavir,Gasoline,43000,44000,Mercedes-Benz,GLE-Class coupe
1998,Ashtarak,Gasoline,269000,4400,Opel,Vectra
2001,Arabkir,Gasoline,232000,13000,Opel,Astra hatchback
2006,Vanadzor,Gasoline,195348,27300,BMW,X5
2017,Vanadzor,Gasoline,70000,4700,Mazda,CX-9
1981,Dilijan,Gasoline,60000,17500,UAZ,(УАЗ) 31514
2020,Kanaker-Zeytun,Gasoline,42000,5300,Ford,Fusion (North America)
1997,Nor Nork,Gasoline,290000,8700,Mercedes-Benz,E-Class
2011,Nor Nork,Gasoline,200000,13000,Kia,Forte coupe
2011,Stepanavan,Gasoline,300000,16400,Mercedes-Benz,C-Class
2018,Shengavit,Gasoline,96000,3000,Nissan,Rogue
2007,Echmiadzin,Gasoline,156000,11200,VAZ,(Lada) 4x4
2022,Dilijan,Gasoline,15000,7800,VAZ,(Lada) Niva
2014,Dilijan,Gasoline,100000,25500,UAZ,(УАЗ) Hunter
2023,Ptghni,Electric,30,13500,Honda,e:NS1
2007,Erebuni,Gasoline,270000,3500,BMW,X5
2001,Erebuni,Gasoline,300000,75000,Opel,Astra hatchback
2014,Arabkir,Gasoline,90000,27000,Mercedes-Benz,G-Class AMG
2020,Hrazdan,Gasoline,30000,25000,Toyota,Camry
2017,Ashtarak,Gasoline,85000,7900,Toyota,RAV4
2008,Hrazdan,Gasoline,119000,18200,BMW,X3
2019,Nork-Marash,Gasoline,27000,11000,Acura,ILX
2018,Avan,Gasoline,109000,13800,Chevrolet,Malibu
2016,Zovuni,Gasoline,112000,12700,Mazda,6
2019,Nork-Marash,Gasoline,110000,8990,Kia,Optima
2015,Avan,Hybrid,43000,40000,Chevrolet,Volt
2021,Kentron,Gasoline,21000,8000,Jeep,Grand Cherokee
2007,Martuni,Diesel,247000,2000,Ford,Transit
2001,Charentsavan,Gasoline,12467,6000,VAZ,(Lada) 2110
1996,Armavir,Gasoline,180000,19200,BMW,5 Series
2020,Kentron,Gasoline,47000,34000,Toyota,Corolla
2021,Arabkir,Electric,50000,2500,Tesla,Model Y
2007,Alaverdi,Gasoline,250000,3300,VAZ,(Lada) 2113 hatchback
1998,Vanadzor,Gasoline,300000,3700,Opel,Astra coupe
1999,Abovian,Gasoline,327800,10200,BMW,5 Series
2011,Nor Nork,Gasoline,143000,85000,Toyota,Corolla
2023,On the way,Electric,15566,42000,Mercedes-Benz,EQS SUV
2008,Artashat,Gasoline,240000,13000,Peugeot,Pars
2014,Kentron,Gasoline,220000,5200,Mazda,6
1997,Avan,Gasoline,277000,1100,Mercedes-Benz,C-Class
2012,Mrgashen,Gasoline,190000,12100,Hyundai,i10 hatchback
2013,Ajapnyak,Gasoline,190000,8300,Ford,Fusion
2010,Nor Nork,Gasoline,118000,10500,Mazda,3
2010,Avan,Gasoline,120000,9000,Kia,Sorento
2007,Malatia-Sebastia,Gasoline,210000,8000,Toyota,Ipsum
2009,Malatia-Sebastia,Gasoline,76000,41000,Mercedes-Benz,B-Class hatchback
2022,Kentron,Gasoline,29000,4000,Lexus,ES
1998,Masis,Gasoline,311111,9000,Opel,Vectra
2013,Malatia-Sebastia,Hybrid,161819,10800,Chevrolet,Volt hatchback
2018,On the way,Gasoline,67000,19000,Ford,Fusion (North America)
2017,Kentron,Gasoline,55000,14100,Infiniti,Q50
2019,Ajapnyak,Gasoline,75000,9500,Nissan,Rogue
2013,Yeghvard,Gasoline,253000,3000,Kia,K5
1994,Malatia-Sebastia,Gasoline,252000,23300,BMW,5 Series
2022,Kentron,Gasoline,3000,21000,Mazda,CX-30
2010,Gyumri,Gasoline,17492,3500,Mercedes-Benz,S-Class
1995,Gyumri,Gasoline,400000,9300,Mercedes-Benz,C-Class
2012,Arabkir,Gasoline,124000,2000,Hyundai,Elantra
1998,Garni,Gasoline,123450,2000,Opel,Vectra
1999,Davtashen,Diesel,200000,6500,Mercedes-Benz,Sprinter
2000,Sevan,Gasoline,300000,12800,Mercedes-Benz,S-Class
2018,Arabkir,Gasoline,120000,4500,Dodge,Journey
2014,Spitak,Gasoline,184000,10000,Geely,GC6
2000,Ajapnyak,Gasoline,270000,4000,Mercedes-Benz,E-Class
2011,Vanadzor,Gasoline,53200,5000,VAZ,(Lada) 2107
2004,Arabkir,Gasoline,160000,25800,Nissan,Skyline
2023,Shengavit,Electric,1000,30000,Honda,e:NS1
2022,Arabkir,Electric,2000,26900,Volkswagen,ID.4
2018,Davtashen,Gasoline,24000,11200,Toyota,Camry
2017,Kentron,Gasoline,130000,6800,Chevrolet,Cruze
2006,Ajapnyak,Gasoline,148000,14500,Nissan,Bluebird Sylphy
2012,Arabkir,Gasoline,128000,10000,Mercedes-Benz,C-Class
2011,Echmiadzin,Gasoline,201000,6300,Volkswagen,Passat
1998,Vanadzor,Gasoline,262000,8000,Mercedes-Benz,C-Class
2003,Ajapnyak,Gasoline,270000,7400,Mitsubishi,Grandis
2013,Arabkir,Gasoline,300000,8500,Citroen,Berlingo
2002,Martuni,Gasoline,180000,8200,Mercedes-Benz,E-Class
2016,Echmiadzin,Gasoline,130000,7000,Ford,Focus
2002,Vanadzor,Gasoline,200000,12200,Opel,Zafira
2019,Kentron,Gasoline,80000,14500,Hyundai,Elantra
2017,Nor Nork,Gasoline,110000,7300,Hyundai,Sonata
2012,Ajapnyak,Hybrid,165000,22200,Chevrolet,Volt
2018,Nor Nork,Gasoline,94000,43000,Hyundai,Santa Fe
2019,Nor Nork,Gasoline,90000,7500,Mercedes-Benz,E-Class
2004,Kanaker-Zeytun,Gasoline,115000,3300,BMW,3 Series
1996,Kentron,Gasoline,250000,4000,Audi,A4
1998,Shengavit,Gasoline,311000,28000,Opel,Astra hatchback
2008,Nor Nork,Diesel,150000,6300,Mercedes-Benz,Sprinter
2007,Ajapnyak,Gasoline,126000,3200,Dodge,Caliber hatchback
1997,Kentron,Gasoline,300000,26500,Mercedes-Benz,C-Class
2022,Musaler,Gasoline,28500,3300,Kia,K5
2008,Vanadzor,Gasoline,250000,6200,VAZ,(Lada) 2114 hatchback
1999,Kentron,Gasoline,284000,4200,Opel,Zafira
1999,Avan,Gasoline,220000,2600,Opel,Astra
1999,Balahovit,Gasoline,321000,7600,Mitsubishi,Carisma
2011,Kentron,Gasoline,149000,23000,Ford,Focus
2014,Abovian,Electric,138000,22000,Tesla,Model S
2014,Kentron,Gasoline,104600,10500,Lexus,ES
2007,Kentron,Gasoline,200000,14500,Honda,CR-V
2007,Abovian,Gasoline,150000,10000,Land,Rover Range Rover Sport
2016,Nork-Marash,Gasoline,250000,12000,Toyota,Sienna
2003,Erebuni,Diesel,230000,21000,Ford,Transit
2018,Martuni,Gasoline,130000,4700,Jeep,Compass
1997,Goght,Gasoline,190000,6200,Mercedes-Benz,E-Class
2004,Ajapnyak,Gasoline,230000,6000,Mercedes-Benz,C-Class
2004,Kentron,Gasoline,240000,2000,Nissan,Maxima
1991,Shengavit,Gasoline,12345,22000,VAZ,(Lada) 2104 wagon
2016,Kasagh,Gasoline,110000,15000,BMW,5 Series
2018,Arabkir,Gasoline,50000,12000,Dodge,Journey
2002,Avan,Gasoline,229000,5500,Toyota,Vitz hatchback
2007,Kentron,Gasoline,175000,8000,Nissan,Note hatchback
2007,Kentron,Gasoline,220000,40000,Nissan,X-Trail
2022,Ajapnyak,Gasoline,21000,17900,Toyota,Camry
2015,Shengavit,Hybrid,79000,8200,Cadillac,ELR coupe
2007,Vanadzor,Gasoline,300000,23700,BMW,3 Series
2021,Shengavit,Gasoline,24950,16500,Hyundai,Tucson
2015,Shengavit,Hybrid,159000,12500,Cadillac,ELR coupe
2012,Avan,Gasoline,160000,12000,Toyota,Camry
1997,Armavir,Gasoline,390000,17900,Opel,Omega
2013,Shengavit,Hybrid,79100,10500,Chevrolet,Volt hatchback
2009,Avan,Gasoline,150000,26000,Toyota,Corolla
2023,Kanaker-Zeytun,Gasoline,2900,6900,Honda,Civic
2008,Erebuni,Gasoline,140000,6500,Nissan,Tiida
2007,Nor Nork,Gasoline,160000,5300,BMW,3 Series coupe
1999,Malatia-Sebastia,Gasoline,279090,6000,Opel,Zafira
2000,Gyumri,Gasoline,210000,2000,BMW,3 Series
2024,Germany,Gasoline,10,11000,Land,Rover Range Rover Sport
2011,Artashat,Gasoline,187200,48000,Toyota,Camry
2021,On the way,Gasoline,32000,30000,BMW,4 Series coupe
2020,Arabkir,Gasoline,67000,20000,Volkswagen,Tiguan
2004,Ararat,Gasoline,163000,55000,Toyota,RAV4
2014,Kentron,Gasoline,150000,3000,Land,Rover Range Rover Sport
1998,Kanaker-Zeytun,Diesel,628000,17500,Volkswagen,Caddy
2020,Kentron,Gasoline,82000,26500,Nissan,Rogue
2021,Kentron,Gasoline,47000,13000,Nissan,Murano
2018,Shengavit,Gasoline,77250,11900,Kia,Optima
2019,Kentron,Gasoline,85000,6600,Nissan,Sentra
2001,Kentron,Gasoline,170000,9000,BMW,3 Series
2004,Oshakan,Gasoline,255000,19000,Mercedes-Benz,E-Class
2017,Avan,Gasoline,50000,10500,Mazda,CX-5
2008,Nor Hachen,Gasoline,280000,7500,Mercedes-Benz,C-Class
2003,Nor Hachen,Gasoline,180000,4200,Mercedes-Benz,CLK-Class coupe
2003,Arabkir,Gasoline,190000,6700,Toyota,Vitz hatchback
2009,Echmiadzin,Gasoline,104050,4500,Nissan,Tiida
2011,Echmiadzin,Gasoline,650000,7000,VAZ,(Lada) Priora
2011,Echmiadzin,Gasoline,56000,11500,VAZ,(Lada) Priora hatchback
2018,Kentron,Gasoline,22000,34000,Nissan,Sentra
2021,Masis,Gasoline,2453,5100,Honda,Accord
2016,Echmiadzin,Gasoline,42000,2000,VAZ,(Lada) Priora
2001,Vanadzor,Gasoline,400000,20500,Opel,Zafira
2021,Ashtarak,Gasoline,14000,40000,Mazda,3
2011,Arabkir,Gasoline,185000,6500,Lexus,LX
2004,Arabkir,Gasoline,165000,16000,Nissan,Murano
2017,Kentron,Gasoline,90000,190000,Jeep,Compass
2020,Ajapnyak,Gasoline,50000,27000,Mercedes-Benz,G-Class AMG
2019,Gyumri,Gasoline,95000,350000,Toyota,Camry
2023,Ajapnyak,Gasoline,8000,9000,Lexus,LX
2018,Gyumri,Gasoline,38000,9800,Ford,Fiesta
2005,Masis,Gasoline,230000,16800,Nissan,Elgrand
2017,Masis,Gasoline,35000,3500,Jeep,Renegade
1996,Arabkir,Gasoline,330000,5300,Mercedes-Benz,E-Class
2005,Masis,Gasoline,181000,3500,Nissan,Teana
1996,Kentron,Gasoline,330000,11000,Mercedes-Benz,E-Class
1990,Echmiadzin,Gasoline,9800,2000,VAZ,(Lada) 2121 Niva
1994,Gyumri,Diesel,560000,2000,Opel,Astra convertible
1991,Gyumri,Gasoline,430000,2000,Opel,Astra hatchback
2011,Malatia-Sebastia,Hybrid,230000,7300,Porsche,Cayenne
2008,Malatia-Sebastia,Gasoline,300000,13200,BMW,3 Series
2005,Malatia-Sebastia,Gasoline,124000,23300,Mercedes-Benz,CLS-Class
2019,Echmiadzin,Gasoline,21000,27500,Mazda,CX-5
2006,Malatia-Sebastia,Gasoline,186000,2500,Lexus,GX
2012,Nor Nork,Gasoline,217000,34000,VAZ,(Lada) 2114 hatchback
2020,Masis,Gasoline,80000,14000,Mazda,CX-5
2017,Erebuni,Gasoline,130000,18400,Volkswagen,Passat
2020,Erebuni,Gasoline,122000,18000,Mazda,6
2010,Kanaker-Zeytun,Gasoline,120000,10700,Chevrolet,Camaro coupe
2018,Kentron,Gasoline,60000,12000,Ford,Focus
1996,Garni,Gasoline,220000,6700,Opel,Vectra
1999,Armavir,Gasoline,237300,11900,Mercedes-Benz,E-Class
2016,Arabkir,Gasoline,86000,10800,Chevrolet,Malibu
2018,Kentron,Gasoline,66000,3500,Nissan,Sentra
2001,Erebuni,Gasoline,282000,14500,Opel,Astra wagon
2023,Ajapnyak,Gasoline,4000,10500,VAZ,(Lada) Niva Legend
2018,Kanaker-Zeytun,Gasoline,140000,12600,Chevrolet,Cruze hatchback
2004,Echmiadzin,Gasoline,210000,4000,Lexus,RX
1997,Dilijan,Gasoline,230000,19200,Mercedes-Benz,W124
2019,Arabkir,Gasoline,32000,14900,Hyundai,Kona
2015,Arabkir,Gasoline,155000,4800,Mitsubishi,Outlander
2000,Hrazdan,Gasoline,348000,20400,Opel,Astra hatchback
2017,Arabkir,Gasoline,77000,13500,Mazda,CX-5
2017,Kentron,Gasoline,105000,9850,Hyundai,Accent
2016,Davtashen,Gasoline,200000,5800,Chevrolet,Malibu
2003,Avan,Gasoline,187000,71000,Opel,Astra hatchback
2020,Kentron,Gasoline,63400,3500,BMW,7 Series
2001,Nor Nork,Gasoline,108000,5000,Daewoo,Leganza
1997,Malatia-Sebastia,Gasoline,278000,12000,Mercedes-Benz,C-Class
2009,Martuni,Gasoline,200000,12000,Lexus,RX
2012,Kentron,Gasoline,39000,12000,Toyota,RAV4
2023,Nor Hachen,Gasoline,13000,15000,VAZ,(Lada) Niva
2009,Erebuni,Gasoline,230000,11500,BMW,7 Series
2008,Malatia-Sebastia,Gasoline,230000,41000,Mercedes-Benz,C-Class AMG
2016,Nor Nork,Gasoline,45000,34000,Lexus,RX
2012,Gyumri,Gasoline,53000,3500,VAZ,(Lada) 2107
1998,Malatia-Sebastia,Gasoline,220000,8300,Opel,Astra hatchback
2009,Malatia-Sebastia,Gasoline,187000,38000,BMW,3 Series
2021,Malatia-Sebastia,Gasoline,19777,3300,Toyota,Camry
1998,Shengavit,Gasoline,109000,8300,Opel,Astra hatchback
2009,Malatia-Sebastia,Gasoline,188000,70000,BMW,3 Series
2020,Gyumri,Gasoline,72000,1500,BMW,7 Series
2004,Davtashen,Gasoline,200000,7400,Toyota,Vitz hatchback
2013,Nor Nork,Gasoline,166000,15000,Chevrolet,Cruze
2006,Nor Nork,Gasoline,120000,13500,Land,Rover Discovery
2018,Arabkir,Gasoline,33000,3300,Volkswagen,Polo
2000,Shengavit,Gasoline,300000,4000,Honda,Civic hatchback
2020,Russia,Gasoline,72000,24000,Toyota,Camry
2011,Arabkir,Gasoline,177000,4000,Volkswagen,Jetta
1999,Shengavit,Gasoline,389000,12500,Opel,Astra hatchback
2017,Erebuni,Gasoline,54000,19000,Mazda,6
2013,Erebuni,Gasoline,80000,25400,MINI,Cooper S hatchback
2011,Kentron,Gasoline,120000,8000,Dodge,Ram pickup
2001,Vardenis,Gasoline,220000,15000,BMW,X5
2018,Masis,Gasoline,120000,14000,Nissan,Maxima
2010,Erebuni,Gasoline,200000,13300,BMW,5 Series
2019,Nor Nork,Gasoline,76000,46000,Hyundai,Elantra
2017,Malatia-Sebastia,Gasoline,135000,20000,Mercedes-Benz,GLS-Class
2020,Avan,Gasoline,77000,10500,Toyota,Corolla
2012,Arabkir,Gasoline,86000,34900,Toyota,Corolla
2022,Echmiadzin,Gasoline,11200,3800,Nissan,Rogue
2013,Abovian,Gasoline,281000,3800,VAZ,(Lada) 2114 hatchback
1998,Kanaker-Zeytun,Gasoline,330000,4500,Opel,Astra
1998,Gavar,Diesel,267000,6400,Mitsubishi,L200 pickup
2005,Nor Nork,Gasoline,190000,36800,Toyota,Belta
2024,China,Electric,11,24500,BYD,Han
2019,Malatia-Sebastia,Gasoline,98000,24000,Toyota,Camry
1995,Gavar,Gasoline,267000,8600,Mercedes-Benz,C-Class
2004,Abovian,Gasoline,135000,78000,BMW,5 Series
2022,Kentron,Electric,16000,15000,Porsche,Taycan
2016,Arabkir,Gasoline,90000,12900,Honda,Accord
2014,Malatia-Sebastia,Gasoline,139000,21500,Toyota,Corolla
2018,Abovian,Gasoline,93000,11500,Mazda,6
2011,Kentron,Gasoline,135000,14000,Toyota,Corolla
1999,Yeghegnadzor,Gasoline,315000,12000,Opel,Zafira
2017,Kentron,Gasoline,98800,14000,Hyundai,Sonata
1992,Vanadzor,Gasoline,100000,38000,Opel,Vectra
2020,Kentron,Gasoline,30000,14700,Kia,Telluride
2014,Kentron,Gasoline,100000,37000,Toyota,Corolla
2022,Russia,Gasoline,8500,149000,Toyota,Camry
2022,Kentron,Gasoline,29000,4000,Mercedes-Benz,S-Class
1999,Malatia-Sebastia,Gasoline,270000,14500,Opel,Astra hatchback
2019,Kentron,Gasoline,64000,3100,Hyundai,Sonata
1992,Martuni,Gasoline,53555,4800,Mercedes-Benz,190 (W201)
1999,Malatia-Sebastia,Gasoline,298000,3800,Opel,Astra hatchback
1999,Shengavit,Gasoline,250000,3300,Volkswagen,Golf hatchback
2008,Hrazdan,Gasoline,250978,4000,VAZ,(Lada) 2114 hatchback
2007,Stepanavan,Gasoline,250000,10300,VAZ,(Lada) 2115
2012,Kanaker-Zeytun,Gasoline,88500,3200,Kia,Forte
1999,Shengavit,Gasoline,330000,16200,Opel,Vectra hatchback
2020,Shengavit,Gasoline,29000,14300,Mazda,3
2017,Abovian,Gasoline,90000,12800,Chevrolet,Trax
2017,Erebuni,Gasoline,114000,9700,Mazda,6
2019,On the way,Gasoline,120000,47000,Nissan,Kicks
2017,Arabkir,Gasoline,99000,3200,Maserati,Levante
1997,Hrazdan,Gasoline,380000,23000,Volkswagen,Vento
2013,Kentron,Gasoline,194000,16800,Lexus,GS
2011,Dashtavan,Gasoline,200000,6000,Mazda,MPV
2000,Berd,Gasoline,300000,8000,Opel,Zafira
2013,Berd,Gasoline,109000,13900,VAZ,(Lada) 2121 (4x4)
2017,Arabkir,Gasoline,58000,11300,Toyota,Corolla
2016,Shengavit,Gasoline,70000,5000,Chevrolet,Cruze
1999,Shengavit,Gasoline,300000,13800,Mazda,MPV
2017,Nor Nork,Gasoline,113000,11900,Hyundai,Santa Fe
2014,Arabkir,Gasoline,97000,2500,Toyota,Corolla
1998,Artashat,Gasoline,140000,3000,BMW,5 Series
1999,Vanadzor,Gasoline,26900,12000,Mazda,Xedos 9
2017,Ashtarak,Gasoline,120000,3400,Kia,Forte
1998,Shengavit,Gasoline,215000,14500,Volkswagen,Golf hatchback
2018,Ashtarak,Gasoline,58000,9500,Kia,Forte
2020,Malatia-Sebastia,Gasoline,100000,23000,Hyundai,Elantra
2007,Ajapnyak,Gasoline,160000,23000,Lexus,GX
2016,Kentron,Gasoline,120000,2600,Mercedes-Benz,C-Class
2005,Echmiadzin,Gasoline,200000,14300,VAZ,(Lada) 2107
2019,Davtashen,Gasoline,57000,14500,Kia,Forte
2017,Arabkir,Gasoline,57800,3600,Nissan,Rogue Sport
1995,Malatia-Sebastia,Gasoline,300000,14300,Mercedes-Benz,C-Class
2008,Kentron,Gasoline,315000,4000,BMW,X6
1993,Charentsavan,Gasoline,370000,5500,Mercedes-Benz,W124
2003,Ajapnyak,Gasoline,250000,15900,Nissan,Sentra
2007,Artashat,Gasoline,210000,25000,Honda,Ridgeline pickup
2013,Armavir,Gasoline,98000,4200,Dodge,Durango
2000,Shengavit,Gasoline,300000,4800,Opel,Astra hatchback
2008,Kanaker-Zeytun,Gasoline,98000,24000,Nissan,Tiida hatchback
2012,Stepanavan,Gasoline,110000,28500,Lexus,RX
2015,Malatia-Sebastia,Gasoline,45000,25000,Mercedes-Benz,E-Class convertible
2018,Nor Nork,Gasoline,31000,3100,Cadillac,CTS
1998,Masis,Gasoline,207000,18000,Opel,Astra wagon
2018,Arshaluys,Gasoline,53000,2400,Mazda,6
1991,Arshaluys,Gasoline,190000,8500,Opel,Astra hatchback
2015,Stepanavan,Hybrid,117000,11500,Chevrolet,Volt hatchback
2005,Russia,Gasoline,320000,4200,BMW,X5
2013,Stepanavan,Hybrid,88000,4300,Chevrolet,Volt hatchback
2012,Kentron,Gasoline,160000,15990,VAZ,(Lada) 2114 hatchback
2018,Kentron,Gasoline,38000,13000,Hyundai,Sonata
2005,Malatia-Sebastia,Gasoline,166000,15200,BMW,3 Series
2016,Kentron,Gasoline,94000,11500,Infiniti,Q50
2014,Ajapnyak,Gasoline,250000,8000,Ford,Fusion (North America)
1982,Byureghavan,Gasoline,705421,5500,GAZ,(ГАЗ)
2000,Kentron,Gasoline,300000,4000,Opel,Astra hatchback
1993,Armavir,Gasoline,150000,47000,Fiat,Tempra wagon
2013,Avan,Gasoline,100000,14000,Mercedes-Benz,C-Class
2001,Russia,Gasoline,175600,39000,Opel,Astra wagon
2019,Kentron,Electric,58000,6700,Tesla,Model S
1999,Gavar,Gasoline,305000,6000,Mercedes-Benz,E-Class
1999,Yeghegnadzor,Gasoline,300000,35000,Mercedes-Benz,C-Class
2017,Davtashen,Gasoline,100000,20000,Jeep,Wrangler
2003,Kentron,Gasoline,86000,14900,VAZ,(Lada) 21099
2012,Shengavit,Gasoline,195000,8000,BMW,X3
